	wt_d0._vs_TET3KO_d0._CI.L	wt_d0._vs_TET3KO_d0._CI.R	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.adj	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
JMJD6	-0.501834423346089	0.315802294020962	-0.0930160646625637	0.826093359077031	0.649126266329339	Q6NYC1	Q6NYC1;B2WTI4;B2WTI3;K7EJU9	JMJD6_HUMAN	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6
JMJD7	-1.47860595460046	0.827429914196063	-0.325588020202197	0.816786228628586	0.572534042674414	P0C870	P0C870;B5MC20;H0Y9G9	JMJD7_HUMAN	Bifunctional peptidase and (3S)-lysyl hydroxylase JMJD7
JMJD8	-5.66173214161166	3.72850001214446	-0.9666160647336	0.829552619368499	0.680505658899026	Q96S16	Q96S16	JMJD8_HUMAN	JmjC domain-containing protein 8
JMY	9.80103501963493	15.2199550886688	12.5104950541518	2.37039685177187e-06	3.93223031737759e-12	Q8N9B5	Q8N9B5	JMY_HUMAN	Junction-mediating and -regulatory protein
JOSD2	-6.31001455951511	6.31001455951511	0.0	0.857178666832875	1.0	Q8TAC2	Q8TAC2;M0QZL8	JOS2_HUMAN	Josephin-2
JPH1	-3.21856649073511	3.05103436170519	-0.0837660645149576	0.854080172088598	0.957338272013626	Q9HDC5	Q9HDC5	JPH1_HUMAN	Junctophilin-1
JPT1	-0.892086607261745	0.86885447810701	-0.0116160645773675	0.855665293849645	0.978928950580404	Q9UK76	Q9UK76;J3KT51	JUPI1_HUMAN	Jupiter microtubule associated homolog 1
JPT2	-2.26656245701728	4.02618378481963	0.879810663901175	0.817272318805355	0.576269247703323	H3BU16	H3BU16	H3BU16_HUMAN	Jupiter microtubule-associated homolog 2 (Fragment)
JPT2	0.139611898042071	1.85585597252685	0.997733935284458	0.514610681372786	0.0236557001936636	Q9H910	Q9H910;H3BU16;A6NGP5;H3BMV3;H3BMT0;H3BTV5	JUPI2_HUMAN	Jupiter microtubule associated homolog 2
JRK	8.42958762277503	17.298619591634	12.8641036072045	0.0087272393896614	5.03079636883245e-07	O75564	O75564	JERKY_HUMAN	Jerky protein homolog
JRKL	-2.03102971100984	12.497642654316	5.2333064716531	0.707231480223586	0.153815087320013	Q9Y4A0	Q9Y4A0	JERKL_HUMAN	Jerky protein homolog-like
JTB	15.0863353745184	17.2146157160708	16.1504755452946	1.31047036731824e-14	3.27366330693037e-32	O76095	O76095	JTB_HUMAN	Protein JTB
JUP	-0.0702834161705922	0.959251286658595	0.444483935244001	0.654518462223475	0.0888911963651589	P14923	P14923	PLAK_HUMAN	Junction plakoglobin
KALRN	0.815268438292264	6.77604852390569	3.79565848109898	0.45460802651598	0.013695014593159	O60229	O60229;H7C0I9;C9IZQ6;H7BXZ5	KALRN_HUMAN	Kalirin
KANK1	-1.64239438749731	0.209712258088112	-0.716341064704597	0.688747204368057	0.126312932686141	Q14678	Q14678	KANK1_HUMAN	KN motif and ankyrin repeat domain-containing protein 1
KANK2	-3.26812565162714	3.76349352246463	0.247683935418745	0.848717622731396	0.887854521961939	Q63ZY3	Q63ZY3;K7EIU4	KANK2_HUMAN	KN motif and ankyrin repeat domain-containing protein 2
KANSL1	-0.758195453911481	0.236613324199379	-0.260791064856051	0.764980688090149	0.296773787556991	A0A0G2JQF4;A0A0G2JQF5	A0A0G2JQF5;A0A0G2JQF4	A0A0G2JQF4_HUMAN;A0A0G2JQF5_HUMAN	KAT8 regulatory NSL complex subunit 1
KANSL1	-0.573487794872268	0.164255665664402	-0.204616064603933	0.757043800546827	0.269982424408462	Q7Z3B3	Q7Z3B3;I3L233;A0A0G2JQF5;A0A1W2PPV8;A0A0G2JNB1;A0A3B3IT55;A0A1W2PRR3;A0A1W2PRB5;A0A0G2JNT7;A0A0G2JQF4;A0A0J9YVS1	KANL1_HUMAN	KAT8 regulatory NSL complex subunit 1
KANSL2	-0.405457752149914	0.744425623153311	0.169483935501699	0.814569113742983	0.555845544116077	Q9H9L4	Q9H9L4;F8VX10;H0YIQ8;H0YID1;F8VUX5;F8VXI8	KANL2_HUMAN	KAT8 regulatory NSL complex subunit 2
KANSL3	-0.438739214539651	0.472357084847146	0.0168089351537475	0.852865099518198	0.94111668315335	Q9P2N6	Q9P2N6;C9J5A4;A0A590UJ53	KANL3_HUMAN	KAT8 regulatory NSL complex subunit 3
KARS1	-0.10388346894668	0.316351339720899	0.10623393538711	0.769692532227304	0.314146285271856	Q15046	Q15046;H3BPV7;J3KRL2	SYK_HUMAN	Lysine--tRNA ligase
KAT2A	-0.423959309293107	0.665027179916368	0.120533935311631	0.827088903282706	0.657986570031469	Q92830	Q92830	KAT2A_HUMAN	Histone acetyltransferase KAT2A
KAT2B	0.100448026246241	4.56887917172502	2.33466359898563	0.574129241752454	0.0409295539393824	Q92831	Q92831	KAT2B_HUMAN	Histone acetyltransferase KAT2B
KAT5	12.7853159519221	19.6618149008194	16.2235654263707	1.26009393143406e-06	2.0261977781818e-12	Q92993	Q92993;E9PRL6;H0YEP0	KAT5_HUMAN	Histone acetyltransferase KAT5
KAT6A	0.0611164253392289	0.785015383468519	0.423065904403874	0.511363542779196	0.0229654965848767	Q92794	Q92794;A0A3B3ITI3;A0A3F2YNX6;A5PLL3;A0A3B3IS53	KAT6A_HUMAN	Histone acetyltransferase KAT6A
KAT6B	-1.42457500668616	-0.176557122345826	-0.800566064515991	0.449398370893309	0.0130580726858852	Q8WYB5	Q8WYB5	KAT6B_HUMAN	Histone acetyltransferase KAT6B
KAT7	-0.650364854059024	1.35913272473632	0.354383935338646	0.803635705797305	0.481314927552004	O95251	O95251	KAT7_HUMAN	Histone acetyltransferase KAT7
KAT8	-0.50212567435134	1.03444354483505	0.266158935241855	0.804867993598729	0.489110263534983	Q9H7Z6	Q9H7Z6	KAT8_HUMAN	Histone acetyltransferase KAT8
KATNA1	-1.04032686993024	-0.465805259360005	-0.753066064645122	0.0221298767468211	3.44704153971513e-06	O75449	O75449;B7ZBC8	KTNA1_HUMAN	Katanin p60 ATPase-containing subunit A1
KATNAL1	-1.51718102334228	0.18345727943502	-0.666861871953628	0.684867266267381	0.121280350986067	Q9BW62	Q9BW62;A2A3H2;Q5T558	KATL1_HUMAN	Katanin p60 ATPase-containing subunit A-like 1
KATNB1	-0.769249312094269	-0.0468828169820538	-0.408066064538161	0.531744008535436	0.0276658154212021	Q9BVA0	Q9BVA0	KTNB1_HUMAN	Katanin p80 WD40 repeat-containing subunit B1
KAZN	-0.572024688700278	1.02934824680063	0.228661779050174	0.81621783224649	0.568201513908938	Q674X7	Q674X7;B0QYQ6;A0A1B0GWK2	KAZRN_HUMAN	Kazrin
KBTBD11	-0.999095070142519	-0.0455370590059347	-0.522316064574227	0.549206745241969	0.0324810836326325	O94819	O94819	KBTBB_HUMAN	Kelch repeat and BTB domain-containing protein 11
KBTBD2	-20.7797104725623	-14.2781210056124	-17.5289157390874	1.56548551415768e-08	2.7930436593407102e-14	Q8IY47	Q8IY47;A0A087WXP9	KBTB2_HUMAN	Kelch repeat and BTB domain-containing protein 2
KBTBD4	-2.6182108052235	3.24692877320215	0.314358983989322	0.843914964437987	0.830120679495817	Q9NVX7	Q9NVX7;E9PJ66;E9PL18;E9PQ38;E9PJY1;E9PM58;A0A075B6T4	KBTB4_HUMAN	Kelch repeat and BTB domain-containing protein 4
KBTBD6	-2.62576000583289	0.503652549119948	-1.06105372835647	0.721047595419188	0.17890289946047	Q86V97	Q86V97	KBTB6_HUMAN	Kelch repeat and BTB domain-containing protein 6
KBTBD7	-1.56225202772891	-0.221580101297828	-0.891916064513371	0.422812554934019	0.0102273612696586	Q8WVZ9	Q8WVZ9;Q86V97	KBTB7_HUMAN	Kelch repeat and BTB domain-containing protein 7
KBTBD8	-0.677068907521881	0.231236778212721	-0.22291606465458	0.773317434910939	0.328323134722448	Q8NFY9	Q8NFY9;C9J331	KBTB8_HUMAN	Kelch repeat and BTB domain-containing protein 8
KCMF1	-1.52466520321359	0.103783074761886	-0.710441064225851	0.650857130064211	0.0856897118790387	Q9P0J7	Q9P0J7	KCMF1_HUMAN	E3 ubiquitin-protein ligase KCMF1
KCNA6	-6.63589443175717	6.58117511015902	-0.0273596607990765	0.856707172652777	0.993387060910564	P17658	P17658	KCNA6_HUMAN	Potassium voltage-gated channel subfamily A member 6
KCNAB2	-4.00802982404936	4.00802982404936	4.44089209850063e-16	0.857178666832875	1.0	Q13303	Q13303;A0A590UJI8;Q5TG78;Q5TG84;A0A590UJ15;A0A590UJU1;A0A590UJY1;A0A590UJ72;A0A5F9UN28;A0A590UJU4;K7EIR5	KCAB2_HUMAN	Voltage-gated potassium channel subunit beta-2
KCNB2	-5.11718181340292	5.11718181340292	2.2204460492503099e-16	0.857178666832875	1.0	Q92953	Q14721;Q92953	KCNB2_HUMAN	Potassium voltage-gated channel subfamily B member 2
KCNH2	-5.93256022494395	5.93256022494395	-8.881784197001249e-16	0.857178666832875	1.0	Q12809	Q12809;Q86U57	KCNH2_HUMAN	Potassium voltage-gated channel subfamily H member 2
KCNJ6	-2.74350170209341	2.7435017020934	-1.77635683940025e-15	0.857178666832875	0.999999999999999	P48051	P48544;P48051	KCNJ6_HUMAN	G protein-activated inward rectifier potassium channel 2
KCNN3	-4.63558819183368	4.63558819183368	4.44089209850063e-16	0.857178666832875	1.0	Q9UGI6	Q9UGI6;A0A087WYJ0	KCNN3_HUMAN	Small conductance calcium-activated potassium channel protein 3
KCNQ2	-0.752450358708548	0.752450358708548	0.0	0.857178666832875	1.0	O43526	O43526;A0A0G2JRU6;A0A1B0GW14;Q4VXP6;A0A0D9SF10;A0A0D9SEV1;A0A0G2JH35;A0A0G2JQG6;A0A0G2JR98;A0A0D9SGG3;A0A0G2JR60;A0A0G2JR54;A0A0G2JQC9;A0A0D9SG49;A0A0G2JSD3;A0A0G2JRN9	KCNQ2_HUMAN	Potassium voltage-gated channel subfamily KQT member 2
KCNT2	-4.40811049195585	4.40811049195585	0.0	0.857178666832875	1.0	Q6UVM3	Q6UVM3;A0A3B3IRL4;V9GZ63	KCNT2_HUMAN	Potassium channel subfamily T member 2
KCT2	-0.215954959385122	1.68482282969416	0.73443393515452	0.689024180771225	0.126681192561029	Q8NC54	Q8NC54	KCT2_HUMAN	Keratinocyte-associated transmembrane protein 2
KCTD10	-1.03633578536199	1.16200365618349	0.062833935410751	0.850386161755053	0.908894320986568	Q9H3F6	Q9H3F6;F5GWA4	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
KCTD12	-1.02829030453728	0.111158175024032	-0.458566064756624	0.6772385532554	0.112035639413359	Q96CX2	Q96CX2	KCD12_HUMAN	BTB/POZ domain-containing protein KCTD12
KCTD15	-0.218389144167283	0.686557014716037	0.234083935274377	0.766748687360823	0.303157461074571	Q96SI1	Q96SI1;V9GYY8	KCD15_HUMAN	BTB/POZ domain-containing protein KCTD15
KCTD16	-4.47663490317456	4.47663490317456	0.0	0.857178666832875	1.0	Q68DU8	Q68DU8	KCD16_HUMAN	BTB/POZ domain-containing protein KCTD16
KCTD17	-1.59128391752369	-0.359348211693674	-0.975316064608684	0.283000955770118	0.002582412873098	Q8N5Z5	Q8N5Z5;A0A087WX35	KCD17_HUMAN	BTB/POZ domain-containing protein KCTD17
KCTD21	-0.564859744814204	0.564859744814204	0.0	0.857178666832875	1.0	Q4G0X4	Q4G0X4;E9PJJ5;E9PRT1;E9PMS5	KCD21_HUMAN	BTB/POZ domain-containing protein KCTD21
KCTD3	-3.46340316631915	2.77822103710646	-0.342591064606346	0.843567108420689	0.826097898421766	Q9Y597	Q9Y597;H0Y566	KCTD3_HUMAN	BTB/POZ domain-containing protein KCTD3
KCTD5	-0.464245788779107	0.0689636596521522	-0.197641064563477	0.700106771635398	0.14247341399898	Q9NXV2	Q9NXV2;H3BSS5	KCTD5_HUMAN	BTB/POZ domain-containing protein KCTD5
KCTD6	8.00506438304701	16.6735815217072	12.3393229523771	0.0105648538322784	7.31136826683553e-07	Q8NC69	Q8NC69;F5H7I0	KCTD6_HUMAN	BTB/POZ domain-containing protein KCTD6
KCTD8	-0.468732055272292	0.468732055272292	0.0	0.857178666832875	1.0	Q6ZWB6	Q6ZWB6	KCTD8_HUMAN	BTB/POZ domain-containing protein KCTD8
KCTD9	-0.653771847575825	0.0838397191166962	-0.284966064229565	0.689059981294419	0.126728881146364	Q7L273	Q7L273;K7EQN1;K7ENB5	KCTD9_HUMAN	BTB/POZ domain-containing protein KCTD9
KDELR1	-1.05005930662944	0.307941055260813	-0.371059125684312	0.759226788490698	0.277058971702618	P24390	P24390;M0R1Y2	ERD21_HUMAN	ER lumen protein-retaining receptor 1
KDELR2	-1.84506945853752	10.293486420882	4.22420848117225	0.715301806066698	0.167936188679497	P33947	P33947	ERD22_HUMAN	ER lumen protein-retaining receptor 2
KDM1A	-0.0940052696913751	0.510673140487138	0.208333935397881	0.717543471181485	0.172119792109186	O60341	O60341;R4GMQ1	KDM1A_HUMAN	Lysine-specific histone demethylase 1A
KDM1B	-5.45624259911485	4.43037908469125	-0.512931757211799	0.844375536575421	0.835479430305724	Q8NB78	Q8NB78;H0Y6H0	KDM1B_HUMAN	Lysine-specific histone demethylase 1B
KDM2A	-1.01584455103838	-0.246437578625801	-0.631141064832093	0.253514691085493	0.0018597881797834	Q9Y2K7	Q9Y2K7;I3VM54	KDM2A_HUMAN	Lysine-specific demethylase 2A
KDM2B	-0.731190345813591	0.420758216747796	-0.155216064532897	0.819045970038325	0.590136825972236	Q8NHM5	Q8NHM5;F5GXC2;F6SRV7;F8WBN2;S4R3G4	KDM2B_HUMAN	Lysine-specific demethylase 2B
KDM3A	-1.58269042800574	-0.125941701210417	-0.854316064608078	0.509219485348441	0.0225210357413162	Q9Y4C1	Q9Y4C1;C9JC73;F8WE62;C9J7Q7	KDM3A_HUMAN	Lysine-specific demethylase 3A
KDM3B	-0.367110549514598	0.1660284201944	-0.100541064660099	0.798719101606857	0.451614203431014	Q7LBC6	Q7LBC6	KDM3B_HUMAN	Lysine-specific demethylase 3B
KDM4A	-0.783807010540231	-0.0393251188332738	-0.411566064686752	0.544090901866499	0.0309861395162888	O75164	O75164;A0A2R8YDF7;A0A2R8Y4U1	KDM4A_HUMAN	Lysine-specific demethylase 4A
KDM4B	-2.11949258558019	-0.612383584311215	-1.3659380849457	0.178988884082714	0.0006703953883987	O94953	O94953;A0A0C4DFL8;K7EQ54;F5GX28	KDM4B_HUMAN	Lysine-specific demethylase 4B
KDM4C	-6.31711915349168	6.18596616081993	-0.065576496335872	0.855977987150363	0.983245858822751	Q9H3R0	Q9H3R0;F8WCN1;B0QZ60	KDM4C_HUMAN	Lysine-specific demethylase 4C
KDM4E	-2.07824938688386	9.89101634926756	3.90638348119185	0.728966548633051	0.195402683765577	B2RXH2	B2RXH2	KDM4E_HUMAN	Lysine-specific demethylase 4E
KDM5A	6.84719842973124	20.9241358715832	13.8856671506572	0.12981258524369	0.0002492985873215	F5GZ99	F5GZ99	F5GZ99_HUMAN	Lysine-specific demethylase 5A (Fragment)
KDM5A	-0.575847159213905	0.193665029854895	-0.191091064679505	0.771897985281613	0.322684433100492	P29375	P29375;E7EV89	KDM5A_HUMAN	Lysine-specific demethylase 5A
KDM5B	-1.09537760465728	-0.338504524199774	-0.716941064428525	0.152979381810045	0.0004062169732627	Q9UGL1	Q9UGL1;A0A3B3IS40;A0A3B3ITR3;A0A3B3IT25;A0A3B3ITA8;A0A3B3IS31;A0A3B3ITR1;A0A3B3IT85;A0A3B3ITE7;A0A3B3ISK2	KDM5B_HUMAN	Lysine-specific demethylase 5B
KDM5C	-0.944914456920197	-0.167017672085171	-0.555966064502684	0.367226007831016	0.0060628644809832	P41229	P41229	KDM5C_HUMAN	Lysine-specific demethylase 5C
KDM5D	-0.106378852747287	8.26227632031708	4.0779487337849	0.607057597385634	0.0558630206328373	Q9BY66	Q9BY66;E9PFH2	KDM5D_HUMAN	Lysine-specific demethylase 5D
KDM6A	-0.330445247581038	0.84651311830808	0.258033935363521	0.785559300930732	0.382044471567445	O15550	O15550;O14607;F5H3N7;F5H6S1;A0A096LPD8;F5H8B4;A0A087X0Y2;F5H5V6;F8W8R6;A0A087X0R0;A0A087X2I9;A0A087X248	KDM6A_HUMAN	Lysine-specific demethylase 6A
KDM6B	-0.503529422422037	0.503529422422048	5.3290705182007506e-15	0.857178666832874	0.999999999999983	O15054	O15054;I3L0Z0	KDM6B_HUMAN	Lysine-specific demethylase 6B
KDM8	-2.52034541587338	0.0706960494753217	-1.22482468319903	0.620054531617505	0.0633032821094141	Q8N371	Q8N371	KDM8_HUMAN	Bifunctional peptidase and arginyl-hydroxylase JMJD5
KDR	-3.59799317440442	2.25249671865602	-0.672748227874202	0.825693451912797	0.645605123579058	P35968	P35968	VGFR2_HUMAN	Vascular endothelial growth factor receptor 2
KDSR	-0.788981169960846	0.83929904041035	0.0251589352247521	0.853583340671763	0.950671128472922	Q06136	Q06136;K7EQS7;K7ERC8	KDSR_HUMAN	3-ketodihydrosphingosine reductase
KEAP1	-0.430556303842254	0.355224174931296	-0.0376660644554789	0.8454251385645	0.847830760705122	Q14145	Q14145;K7EJ49;K7ESE0;K7EJD8	KEAP1_HUMAN	Kelch-like ECH-associated protein 1
KHDC4	-0.725601837126769	0.541219707882627	-0.0921910646220709	0.83859643840387	0.770865449304498	Q7Z7F0	Q7Z7F0	KHDC4_HUMAN	KH homology domain-containing protein 4
KHDRBS1	0.219074595555286	1.3713432757497	0.795208935652493	0.394865524469208	0.0078834500776023	Q07666	Q5VWX1;O75525;Q07666	KHDR1_HUMAN	"""KH domain-containing, RNA-binding, signal transduction-associated protein 1"""
KHDRBS2	15.3321227877487	17.4458618100959	16.3889922989223	1.31047036731824e-14	1.2713552693958801e-32	Q5VWX1	Q5VWX1	KHDR2_HUMAN	"""KH domain-containing, RNA-binding, signal transduction-associated protein 2"""
KHDRBS3	0.26983938809459	1.57938006846832	0.924609728281453	0.376936636321853	0.0066534359357863	O75525	O75525	KHDR3_HUMAN	"""KH domain-containing, RNA-binding, signal transduction-associated protein 3"""
KHNYN	-0.318794004101946	0.482611874925396	0.0819089354117253	0.829782337003459	0.682649139404329	O15037	O15037	KHNYN_HUMAN	Protein KHNYN
KHSRP	0.215347476219486	0.866770394525217	0.541058935372352	0.243246918464919	0.001650422306508	Q92945	Q92945;M0R0I5;A0A087WTP3;M0QYH3	FUBP2_HUMAN	Far upstream element-binding protein 2
KIAA0100	-2.58234795698388	-0.348214681948927	-1.4652813194664	0.433358351199096	0.0112716570171052	Q14667	Q14667;Q08E86;K7EQ86	K0100_HUMAN	Protein KIAA0100
KIAA0319L	-2.21452941239407	4.39890539633732	1.09218799197162	0.807982734911728	0.509474178484944	Q8IZA0	Q8IZA0;C9J519;E7EN73	K319L_HUMAN	Dyslexia-associated protein KIAA0319-like protein
KIAA0513	-0.714621712140069	0.71462171214008	5.3290705182007506e-15	0.857178666832874	0.999999999999988	O60268	O60268;H3BMU3;H3BNA7	K0513_HUMAN	Uncharacterized protein KIAA0513
KIAA0586	5.92201689865663	18.5694194396382	12.2457181691474	0.140384629070292	0.0003129842469341	Q9BVV6	Q9BVV6;A0A494C171;A0A494C0M8;A0A494C075;A0A087WYM5;A0A494C0Z1	TALD3_HUMAN	Protein TALPID3
KIAA0930	-0.840901754635659	0.0736696260472413	-0.383616064294209	0.664241725358526	0.0980639081318134	Q6ICG6	Q6ICG6;B0QY16	K0930_HUMAN	Uncharacterized protein KIAA0930
KIAA1107	-4.31230508635967	4.31230508635967	2.2204460492503099e-16	0.857178666832875	1.0	Q9UPP5	Q9UPP5;E9PEZ5;A0A1B0GUL6	K1107_HUMAN	AP2-interacting clathrin-endocytosis protein
KIAA1109	-1.53043048914684	-0.55355163982766	-1.04199106448725	0.0884594473077978	8.95871920383693e-05	Q2LD37	Q2LD37;H0Y781;H3BLT5;H7C070	K1109_HUMAN	Transmembrane protein KIAA1109
KIAA1191	-4.47362425555204	4.47362425555203	-1.77635683940025e-15	0.857178666832875	0.999999999999999	Q96A73	Q96A73;A0A087WT18	P33MX_HUMAN	Putative monooxygenase p33MONOX
KIAA1210	-1.41271952609792	1.41271952609792	-1.77635683940025e-15	0.857178666832875	0.999999999999998	Q9ULL0	Q9ULL0	K1210_HUMAN	Acrosomal protein KIAA1210
KIAA1217	-0.772443924488164	0.602561795283626	-0.084941064602269	0.841686224247396	0.804707948486762	Q5T5P2	Q5T5P2	SKT_HUMAN	Sickle tail protein homolog
KIAA1522	-0.919321314334089	0.666839184626744	-0.126241064853673	0.836627339820843	0.750113096085254	Q9P206	Q9P206	K1522_HUMAN	Uncharacterized protein KIAA1522
KIAA1549	-4.00212637249587	4.00212637249587	0.0	0.857178666832875	1.0	Q9HCM3	Q9HCM3	K1549_HUMAN	UPF0606 protein KIAA1549
KIAA1586	-4.8733415693882	4.05660457179471	-0.408368498796747	0.846005685809421	0.85474623238252	Q9HCI6	Q9HCI6;F5H2N6	K1586_HUMAN	E3 SUMO-protein ligase KIAA1586
KIAA1671	7.77065771860547	15.9755436565774	11.8731006875915	0.0089370696533177	5.27179440305103e-07	A0A1B0GVJ7	A0A1B0GVJ7	A0A1B0GVJ7_HUMAN	Uncharacterized protein KIAA1671
KIAA1671	-3.32591264260788	3.05068051340927	-0.137616064599307	0.852107323135912	0.931143231640087	Q9BY89	Q9BY89	K1671_HUMAN	Uncharacterized protein KIAA1671
KIAA1958	-4.79033825509851	5.02894184664171	0.119301795771599	0.854366448168622	0.961201533129535	Q8N8K9	Q8N8K9	K1958_HUMAN	Uncharacterized protein KIAA1958
KIAA2013	-1.03080771510576	-0.0120244138986687	-0.521416064502215	0.584344452996594	0.045040913650889	Q8IYS2	Q8IYS2	K2013_HUMAN	Uncharacterized protein KIAA2013
KIDINS220	-0.735734559972959	0.262552430836107	-0.236591064568426	0.777360419512962	0.345025823815135	Q9ULH0	Q9ULH0;E9PH70;A0A1W2PPB7	KDIS_HUMAN	Kinase D-interacting substrate of 220 kDa
KIF11	-0.822171374878995	0.689439245590198	-0.0663660646443986	0.846483539391591	0.86048356779226	P52732	P52732	KIF11_HUMAN	Kinesin-like protein KIF11
KIF13A	0.0213976789933776	1.14237019199752	0.581883935495451	0.577394339819865	0.0421982691982414	Q9H1H9	Q9H1H9;A0A1B0GUA8	KI13A_HUMAN	Kinesin-like protein KIF13A
KIF13B	11.6202809382434	19.2945033626492	15.4573921504463	6.39043822382793e-05	2.0358032702839501e-10	Q9NQT8	Q9NQT8;F2Z2F9;E7ERX9	KI13B_HUMAN	Kinesin-like protein KIF13B
KIF14	-3.39381472359352	3.92593259415568	0.26605893528108	0.848431820538513	0.88430224679218	Q15058	Q15058	KIF14_HUMAN	Kinesin-like protein KIF14
KIF15	-3.5913582523678	4.11547612335584	0.262058935494018	0.8490269613488	0.891716266952536	Q9NS87	Q9NS87;D6RCT7;C9JKA9	KIF15_HUMAN	Kinesin-like protein KIF15
KIF16B	-0.571185325360228	0.609103196188629	0.0189589354142008	0.853437334644082	0.948720859212119	Q96L93	Q96L93;A0A1B0GTU3	KI16B_HUMAN	Kinesin-like protein KIF16B
KIF17	-6.52398758180571	5.53570718503115	-0.494140198387278	0.847244469156468	0.869704372998952	Q9P2E2	Q9P2E2;A0A0A0MRS8	KIF17_HUMAN	Kinesin-like protein KIF17
KIF18A	-6.38027849485897	4.62064668358936	-0.879815905634803	0.836514127085491	0.748938794509352	Q8NI77	Q8NI77	KI18A_HUMAN	Kinesin-like protein KIF18A
KIF18B	14.9575887129565	21.4192123775185	18.1884005452375	2.83546861625197e-09	6.5209302011312305e-15	Q86Y91	Q86Y91;A0A494BYR6	KI18B_HUMAN	Kinesin-like protein KIF18B
KIF19	-7.69761923029559	-1.08009755898676	-4.38885839464118	0.425120322854744	0.0104477029216763	Q2TAC6	Q2TAC6;F8VW50	KIF19_HUMAN	Kinesin-like protein KIF19
KIF1A	-0.770544245957489	0.0780621171356092	-0.34624106441094	0.673043212606039	0.107293610799046	Q12756	Q12756;A0A3B3ITW6;A0A3B3ITF7;A0A3B3IT28;A0A3B3IUA1;A0A3B3ITE5;A0A3B3ITK3;A0A3F2YNW9;A0A3B3IU40	KIF1A_HUMAN	Kinesin-like protein KIF1A
KIF1B	-0.28074076644373	0.342808637421273	0.0310339354887716	0.844938713552669	0.842082531415414	O60333	O60333;A0A087WWA3;Q4R9M9;A0A0U1RQL3	KIF1B_HUMAN	Kinesin-like protein KIF1B
KIF1C	-1.34711521753314	-0.393716911527257	-0.870416064530197	0.174589551048544	0.0006185078275402	O43896	O43896	KIF1C_HUMAN	Kinesin-like protein KIF1C
KIF20A	-1.34515344624794	0.597471316704604	-0.373841064771668	0.797129480810125	0.442470795034022	O95235	O95235	KI20A_HUMAN	Kinesin-like protein KIF20A
KIF20B	-6.31503029746483	6.57499816830823	0.129983935421702	0.854852267148434	0.967793905161462	Q96Q89	Q96Q89	KI20B_HUMAN	Kinesin-like protein KIF20B
KIF21A	0.107690323451721	0.739577547559725	0.423633935505723	0.417029247813731	0.009694344747464	Q7Z4S6	Q7Z4S6;O75037;A0A1B0GV47;H0YIM7	KI21A_HUMAN	Kinesin-like protein KIF21A
KIF21B	-6.59053041519477	6.40808639541732	-0.0912220098887255	0.855567553718479	0.977583510795127	O75037	O75037	KI21B_HUMAN	Kinesin-like protein KIF21B
KIF22	-0.415237999687736	0.846505870381488	0.215633935346876	0.805769417557977	0.494905248649319	Q14807	Q14807;H3BRB3;H3BTH5	KIF22_HUMAN	Kinesin-like protein KIF22
KIF23	-2.80986698815799	3.5895848589928	0.389858935417401	0.841921791710693	0.807353735397569	Q02241	Q02241;A0A2R8Y531;H0YME6;A0A2U3TZL8;H7BYN4	KIF23_HUMAN	Kinesin-like protein KIF23
KIF26A	-1.46111376993921	-0.166418359205659	-0.813766064572434	0.463701020709013	0.0148800192066064	Q9ULI4	Q9ULI4;C9JFF0	KI26A_HUMAN	Kinesin-like protein KIF26A
KIF26B	-0.404208232649722	0.404208232649724	6.66133814775094e-16	0.857178666832875	0.999999999999997	Q2KJY2	Q9ULI4;Q2KJY2;C9JFF0;A0A0G2JR66;B7WPD9	KI26B_HUMAN	Kinesin-like protein KIF26B
KIF2A	-0.192116563387699	0.225284434310993	0.0165839354616466	0.847565214793364	0.87362247161018	O00139	O00139;D6R9M0	KIF2A_HUMAN	Kinesin-like protein KIF2A
KIF2C	-1.26643471435259	0.0407025850500766	-0.612866064651257	0.623427241480127	0.0654068913186801	Q99661	Q99661;Q5JR91	KIF2C_HUMAN	Kinesin-like protein KIF2C
KIF3A	-0.395385023097144	0.190052893914287	-0.102666064591428	0.804025044772058	0.483762189131018	Q9Y496	Q9Y496;J3KPF9;H7C2F6;A0A087X011;E9PES4	KIF3A_HUMAN	Kinesin-like protein KIF3A
KIF3B	-0.478108439717632	0.336176310138137	-0.0709660647897472	0.834392526078573	0.727304250791204	O15066	O14782;O15066;F8WAR6;F8WER6	KIF3B_HUMAN	Kinesin-like protein KIF3B
KIF3C	-3.42302296087921	2.84429396380582	-0.289364498536699	0.845890085695755	0.853364417920473	O14782	O14782;F8WAR6;F8WER6	KIF3C_HUMAN	Kinesin-like protein KIF3C
KIF4A	-0.229151827092934	1.07776969788054	0.424308935393803	0.730009533242442	0.197704537023378	O95239	O95239;Q2VIQ3	KIF4A_HUMAN	Chromosome-associated kinesin KIF4A
KIF5A	9.49322268050321	16.372873410196	12.9330480453496	0.0002230443154744	1.2849840226745801e-09	Q12840	Q12840;J3KNA1	KIF5A_HUMAN	Kinesin heavy chain isoform 5A
